caldt,vwretd,spindx,sprtrn
20090601,0.025957,942.87,0.025818
20090602,0.001893,944.74,0.001983
20090603,-0.013036,931.76,-0.013739
20090604,0.011331,942.46,0.011484
20090605,-0.002298,940.09,-0.002515
20090608,-0.000884,939.14,-0.001011
20090609,0.003606,942.43,0.003503
20090610,-0.003454,939.15,-0.003480
20090611,0.005926,944.89,0.006112
20090612,0.001513,946.21,0.001397
20090615,-0.023676,923.72,-0.023769
20090616,-0.012557,911.97,-0.012720
20090617,-0.001058,910.71,-0.001382
20090618,0.008390,918.37,0.008411
20090619,0.003153,921.23,0.003114
20090622,-0.029761,893.04,-0.030600
20090623,0.002037,895.10,0.002307
20090624,0.006795,900.94,0.006524
20090625,0.021370,920.26,0.021444
20090626,-0.001578,918.90,-0.001478
20090629,0.008951,927.23,0.009065
20090630,-0.008363,919.32,-0.008531
20090701,0.004366,923.33,0.004362
20090702,-0.028866,896.42,-0.029145
20090706,0.002452,898.72,0.002566
20090707,-0.019498,881.03,-0.019684
20090708,-0.000849,879.56,-0.001669
20090709,0.003317,882.68,0.003547
20090710,-0.004008,879.13,-0.004022
20090713,0.024724,901.05,0.024934
20090714,0.005305,905.84,0.005316
20090715,0.029502,932.68,0.029630
20090716,0.008569,940.74,0.008642
20090717,-0.000444,940.38,-0.000383
20090720,0.011461,951.13,0.011432
20090721,0.003641,954.58,0.003627
20090722,-0.000315,954.07,-0.000534
20090723,0.022961,976.29,0.023290
20090724,0.002755,979.26,0.003042
20090727,0.002713,982.18,0.002982
20090728,-0.002438,979.62,-0.002606
20090729,-0.004232,975.15,-0.004563
20090730,0.011931,986.75,0.011896
20090731,0.000594,987.48,0.000740
20090803,0.015215,1002.63,0.015342
20090804,0.002984,1005.65,0.003012
20090805,-0.002714,1002.72,-0.002914
20090806,-0.005597,997.08,-0.005625
20090807,0.013266,1010.48,0.013439
20090810,-0.003304,1007.10,-0.003345
20090811,-0.011987,994.35,-0.012660
20090812,0.011798,1005.81,0.011525
20090813,0.007025,1012.73,0.006880
20090814,-0.008445,1004.09,-0.008531
20090817,-0.023926,979.73,-0.024261
20090818,0.010187,989.67,0.010146
20090819,0.007059,996.46,0.006861
20090820,0.010558,1007.37,0.010949
20090821,0.018416,1026.13,0.018623
20090824,-0.000583,1025.57,-0.000546
20090825,0.002407,1028.00,0.002369
20090826,0.000290,1028.12,0.000117
20090827,0.002485,1030.98,0.002782
20090828,-0.001989,1028.93,-0.001988
20090831,-0.007871,1020.62,-0.008076
20090901,-0.021739,998.04,-0.022124
20090902,-0.003071,994.75,-0.003296
20090903,0.008764,1003.24,0.008535
20090904,0.012966,1016.40,0.013118
20090908,0.008913,1025.39,0.008845
20090909,0.007755,1033.37,0.007782
20090910,0.010279,1044.14,0.010422
20090911,-0.001161,1042.73,-0.001350
20090914,0.006243,1049.34,0.006339
20090915,0.003038,1052.63,0.003135
20090916,0.015149,1068.76,0.015324
20090917,-0.002853,1065.49,-0.003060
20090918,0.002624,1068.30,0.002637
20090921,-0.003233,1064.66,-0.003407
20090922,0.006615,1071.66,0.006575
20090923,-0.010070,1060.87,-0.010068
20090924,-0.009156,1050.78,-0.009511
20090925,-0.006292,1044.38,-0.006091
20090928,0.017753,1062.98,0.017810
20090929,-0.002220,1060.61,-0.002230
20090930,-0.003401,1057.08,-0.003328
20091001,-0.025416,1029.85,-0.025760
20091002,-0.004416,1025.21,-0.004506
20091005,0.014663,1040.46,0.014875
20091006,0.013690,1054.72,0.013705
20091007,0.003153,1057.58,0.002712
20091008,0.007512,1065.48,0.007470
20091009,0.005545,1071.49,0.005641
20091012,0.004357,1076.19,0.004386
20091013,-0.002409,1073.19,-0.002788
20091014,0.017430,1092.02,0.017546
20091015,0.003971,1096.56,0.004157
20091016,-0.007959,1087.68,-0.008098
20091019,0.009393,1097.91,0.009405
20091020,-0.006263,1091.06,-0.006239
20091021,-0.008705,1081.40,-0.008854
20091022,0.010584,1092.91,0.010644
20091023,-0.011542,1079.60,-0.012179
20091026,-0.011538,1066.95,-0.011717
20091027,-0.003531,1063.41,-0.003318
20091028,-0.019478,1042.63,-0.019541
20091029,0.022410,1066.11,0.022520
20091030,-0.027945,1036.19,-0.028065
20091102,0.006402,1042.88,0.006456
20091103,0.002456,1045.41,0.002426
20091104,0.001330,1046.50,0.001043
20091105,0.019499,1066.63,0.019236
20091106,0.002607,1069.30,0.002503
20091109,0.022363,1093.08,0.022239
20091110,0.000229,1093.01,-0.000064
20091111,0.005054,1098.51,0.005032
20091112,-0.009921,1087.24,-0.010259
20091113,0.005801,1093.48,0.005739
20091116,0.014478,1109.30,0.014468
20091117,0.001241,1110.32,0.000919
20091118,-0.000216,1109.80,-0.000468
20091119,-0.013166,1094.90,-0.013426
20091120,-0.003328,1091.38,-0.003215
20091123,0.013635,1106.24,0.013616
20091124,-0.000588,1105.65,-0.000533
20091125,0.004628,1110.63,0.004504
20091127,-0.016980,1091.49,-0.017233
20091130,0.003926,1095.63,0.003793
20091201,0.012002,1108.86,0.012075
20091202,0.000517,1109.24,0.000343
20091203,-0.008319,1099.92,-0.008402
20091204,0.005461,1105.98,0.005509
20091207,-0.002519,1103.25,-0.002468
20091208,-0.010203,1091.94,-0.010252
20091209,0.003660,1095.95,0.003672
20091210,0.006023,1102.35,0.005840
20091211,0.003802,1106.41,0.003683
20091214,0.006696,1114.11,0.006959
20091215,-0.005645,1107.93,-0.005547
20091216,0.000944,1109.18,0.001128
20091217,-0.011886,1096.08,-0.011811
20091218,0.006278,1102.47,0.005830
20091221,0.010349,1114.05,0.010504
20091222,0.003565,1118.02,0.003564
20091223,0.002687,1120.59,0.002299
20091224,0.005245,1126.48,0.005256
20091228,0.001421,1127.78,0.001154
20091229,-0.001191,1126.20,-0.001401
20091230,0.000207,1126.42,0.000195
20091231,-0.010167,1115.10,-0.010050
20100104,0.015970,1132.99,0.016043
20100105,0.003066,1136.52,0.003116
20100106,0.000907,1137.14,0.000546
20100107,0.003898,1141.69,0.004001
20100108,0.002791,1144.98,0.002882
20100111,0.001724,1146.98,0.001747
20100112,-0.009159,1136.22,-0.009381
20100113,0.008434,1145.68,0.008326
20100114,0.002369,1148.46,0.002427
20100115,-0.010708,1136.03,-0.010823
20100119,0.012443,1150.23,0.012500
20100120,-0.010489,1138.04,-0.010598
20100121,-0.018772,1116.48,-0.018945
20100122,-0.021872,1091.76,-0.022141
20100125,0.004539,1096.78,0.004598
20100126,-0.004003,1092.17,-0.004203
20100127,0.004791,1097.50,0.004880
20100128,-0.011755,1084.53,-0.011818
20100129,-0.009675,1073.87,-0.009829
20100201,0.014002,1089.19,0.014266
20100202,0.012781,1103.32,0.012973
20100203,-0.004936,1097.28,-0.005474
20100204,-0.031009,1063.11,-0.031141
20100205,0.003003,1066.19,0.002897
20100208,-0.008498,1056.74,-0.008863
20100209,0.012927,1070.52,0.013040
20100210,-0.002047,1068.13,-0.002233
20100211,0.009735,1078.47,0.009680
20100212,-0.002560,1075.51,-0.002745
20100216,0.018242,1094.87,0.018001
20100217,0.004566,1099.51,0.004238
20100218,0.006558,1106.75,0.006585
20100219,0.001968,1109.17,0.002187
20100222,-0.000985,1108.01,-0.001046
20100223,-0.012151,1094.60,-0.012103
20100224,0.009932,1105.24,0.009720
20100225,-0.001729,1102.94,-0.002081
20100226,0.001370,1104.49,0.001405
20100301,0.010000,1115.71,0.010159
20100302,0.002319,1118.31,0.002330
20100303,0.000380,1118.79,0.000429
20100304,0.003904,1122.97,0.003736
20100305,0.013974,1138.70,0.014008
20100308,0.000171,1138.50,-0.000176
20100309,0.001958,1140.45,0.001713
20100310,0.004812,1145.61,0.004525
20100311,0.004563,1150.24,0.004042
20100312,-0.000332,1149.99,-0.000217
20100315,0.000617,1150.51,0.000452
20100316,0.007967,1159.46,0.007779
20100317,0.005805,1166.21,0.005822
20100318,-0.000355,1165.83,-0.000326
20100319,-0.005295,1159.90,-0.005087
20100322,0.005317,1165.81,0.005095
20100323,0.007378,1174.17,0.007171
20100324,-0.005491,1167.72,-0.005493
20100325,-0.001427,1165.73,-0.001704
20100326,0.000760,1166.59,0.000738
20100329,0.005649,1173.22,0.005683
20100330,0.000171,1173.27,0.000043
20100331,-0.003289,1169.43,-0.003273
20100401,0.007302,1178.10,0.007414
20100405,0.008022,1187.44,0.007928
20100406,0.001781,1189.44,0.001684
20100407,-0.005259,1182.45,-0.005877
20100408,0.003583,1186.44,0.003374
20100409,0.006607,1194.37,0.006684
20100412,0.001860,1196.48,0.001767
20100413,0.000747,1197.30,0.000685
20100414,0.011312,1210.65,0.011150
20100415,0.000686,1211.67,0.000843
20100416,-0.016104,1192.13,-0.016127
20100419,0.004721,1197.52,0.004521
20100420,0.008132,1207.17,0.008058
20100421,-0.000906,1205.94,-0.001019
20100422,0.002409,1208.67,0.002264
20100423,0.006918,1217.28,0.007124
20100426,-0.004460,1212.05,-0.004296
20100427,-0.023272,1183.71,-0.023382
20100428,0.006419,1191.36,0.006463
20100429,0.013005,1206.78,0.012943
20100430,-0.016712,1186.69,-0.016648
20100503,0.012927,1202.26,0.013121
20100504,-0.023775,1173.60,-0.023838
20100505,-0.006100,1165.90,-0.006561
20100506,-0.032201,1128.15,-0.032378
20100507,-0.015477,1110.88,-0.015308
20100510,0.043619,1159.73,0.043974
20100511,-0.003092,1155.79,-0.003397
20100512,0.014099,1171.67,0.013740
20100513,-0.012071,1157.44,-0.012145
20100514,-0.018848,1135.68,-0.018800
20100517,0.001267,1136.94,0.001109
20100518,-0.013955,1120.80,-0.014196
20100519,-0.005121,1115.05,-0.005130
20100520,-0.038569,1071.59,-0.038976
20100521,0.014701,1087.69,0.015024
20100524,-0.012638,1073.65,-0.012908
20100525,0.000262,1074.03,0.000354
20100526,-0.005595,1067.95,-0.005661
20100527,0.033149,1103.06,0.032876
20100528,-0.012146,1089.41,-0.012375
20100601,-0.017027,1070.71,-0.017165
20100602,0.025802,1098.38,0.025843
20100603,0.004262,1102.83,0.004051
20100604,-0.034767,1064.88,-0.034411
20100607,-0.013255,1050.47,-0.013532
20100608,0.010932,1062.00,0.010976
20100609,-0.005700,1055.69,-0.005942
20100610,0.029205,1086.84,0.029507
20100611,0.004718,1091.60,0.004380
20100614,-0.001694,1089.63,-0.001805
20100615,0.023318,1115.23,0.023494
20100616,-0.000658,1114.61,-0.000556
20100617,0.001306,1116.04,0.001283
20100618,0.001281,1117.51,0.001317
20100621,-0.003953,1113.20,-0.003857
20100622,-0.015842,1095.31,-0.016071
20100623,-0.002992,1092.04,-0.002985
20100624,-0.016901,1073.69,-0.016803
20100625,0.002990,1076.76,0.002859
20100628,-0.002108,1074.57,-0.002034
20100629,-0.031168,1041.24,-0.031017
20100630,-0.010014,1030.71,-0.010113
20100701,-0.002911,1027.37,-0.003240
20100702,-0.004509,1022.58,-0.004662
20100706,0.005406,1028.06,0.005359
20100707,0.031502,1060.27,0.031331
20100708,0.009588,1070.25,0.009413
20100709,0.007205,1077.96,0.007204
20100712,0.000925,1078.75,0.000733
20100713,0.015524,1095.34,0.015379
20100714,-0.000110,1095.17,-0.000155
20100715,0.001109,1096.48,0.001196
20100716,-0.028703,1064.88,-0.028820
20100719,0.005974,1071.25,0.005982
20100720,0.011595,1083.48,0.011417
20100721,-0.012708,1069.59,-0.012820
20100722,0.022423,1093.67,0.022513
20100723,0.008242,1102.66,0.008220
20100726,0.011120,1115.01,0.011200
20100727,-0.001073,1113.84,-0.001049
20100728,-0.006874,1106.13,-0.006922
20100729,-0.004039,1101.53,-0.004159
20100730,0.000052,1101.60,0.000064
20100802,0.021847,1125.86,0.022023
20100803,-0.004813,1120.46,-0.004796
20100804,0.006417,1127.24,0.006051
20100805,-0.001333,1125.81,-0.001269
20100806,-0.003445,1121.64,-0.003704
20100809,0.005515,1127.79,0.005483
20100810,-0.005970,1121.06,-0.005967
20100811,-0.027435,1089.47,-0.028179
20100812,-0.005483,1083.61,-0.005379
20100813,-0.003902,1079.25,-0.004024
20100816,0.000195,1079.38,0.000120
20100817,0.012525,1092.54,0.012192
20100818,0.001444,1094.16,0.001483
20100819,-0.016935,1075.63,-0.016935
20100820,-0.003539,1071.69,-0.003663
20100823,-0.003789,1067.36,-0.004040
20100824,-0.014424,1051.87,-0.014512
20100825,0.003523,1055.33,0.003289
20100826,-0.007759,1047.22,-0.007685
20100827,0.016560,1064.59,0.016587
20100830,-0.014556,1048.92,-0.014719
20100831,-0.000067,1049.33,0.000391
20100901,0.029898,1080.29,0.029505
20100902,0.009295,1090.10,0.009081
20100903,0.013217,1104.51,0.013219
20100907,-0.011150,1091.84,-0.011471
20100908,0.006538,1098.87,0.006439
20100909,0.004790,1104.18,0.004832
20100910,0.004883,1109.55,0.004863
20100913,0.011575,1121.90,0.011131
20100914,-0.000482,1121.10,-0.000713
20100915,0.003593,1125.07,0.003541
20100916,-0.000121,1124.66,-0.000364
20100917,0.001005,1125.59,0.000827
20100920,0.015202,1142.71,0.015210
20100921,-0.002731,1139.78,-0.002564
20100922,-0.004449,1134.28,-0.004825
20100923,-0.008258,1124.83,-0.008331
20100924,0.020924,1148.67,0.021194
20100927,-0.005519,1142.16,-0.005667
20100928,0.005024,1147.70,0.004850
20100929,-0.002404,1144.73,-0.002588
20100930,-0.003101,1141.20,-0.003084
20101001,0.004450,1146.24,0.004416
20101004,-0.007918,1137.03,-0.008035
20101005,0.020519,1160.75,0.020861
20101006,0.000064,1159.97,-0.000672
20101007,-0.001617,1158.06,-0.001647
20101008,0.006125,1165.15,0.006122
20101011,0.000207,1165.32,0.000146
20101012,0.003755,1169.77,0.003819
20101013,0.007272,1178.10,0.007121
20101014,-0.003865,1173.81,-0.003641
20101015,0.002134,1176.19,0.002028
20101018,0.007368,1184.71,0.007244
20101019,-0.015835,1165.90,-0.015877
20101020,0.010449,1178.17,0.010524
20101021,0.002000,1180.26,0.001774
20101022,0.002272,1183.08,0.002389
20101025,0.002280,1185.62,0.002147
20101026,0.000284,1185.64,0.000017
20101027,-0.002547,1182.45,-0.002691
20101028,0.001306,1183.78,0.001125
20101029,-0.000142,1183.26,-0.000439
20101101,0.000740,1184.38,0.000947
20101102,0.007736,1193.57,0.007759
20101103,0.003861,1197.96,0.003678
20101104,0.019330,1221.06,0.019283
20101105,0.003984,1225.85,0.003923
20101108,-0.002000,1223.25,-0.002121
20101109,-0.007598,1213.40,-0.008052
20101110,0.004364,1218.71,0.004376
20101111,-0.004139,1213.54,-0.004242
20101112,-0.011796,1199.21,-0.011808
20101115,-0.001374,1197.75,-0.001217
20101116,-0.015729,1178.34,-0.016205
20101117,0.000274,1178.59,0.000212
20101118,0.015284,1196.69,0.015357
20101119,0.002599,1199.73,0.002540
20101122,-0.001372,1197.84,-0.001575
20101123,-0.014258,1180.73,-0.014284
20101124,0.015003,1198.35,0.014923
20101126,-0.007258,1189.40,-0.007469
20101129,-0.001085,1187.76,-0.001379
20101130,-0.005854,1180.55,-0.006070
20101201,0.021595,1206.07,0.021617
20101202,0.012844,1221.53,0.012818
20101203,0.002709,1224.71,0.002603
20101206,-0.001162,1223.12,-0.001298
20101207,0.000655,1223.75,0.000515
20101208,0.003878,1228.28,0.003702
20101209,0.003980,1233.00,0.003843
20101210,0.006130,1240.40,0.006002
20101213,0.000224,1240.46,0.000048
20101214,0.001005,1241.59,0.000911
20101215,-0.004986,1235.23,-0.005122
20101216,0.006158,1242.87,0.006185
20101217,0.001119,1243.91,0.000837
20101220,0.002346,1247.08,0.002548
20101221,0.006134,1254.60,0.006030
20101222,0.003422,1258.84,0.003380
20101223,-0.001591,1256.77,-0.001644
20101227,0.000807,1257.54,0.000613
20101228,0.000765,1258.51,0.000771
20101229,0.001216,1259.78,0.001009
20101230,-0.001459,1257.88,-0.001508
20101231,-0.000271,1257.64,-0.000191
20110103,0.011325,1271.87,0.011315
20110104,-0.001236,1270.20,-0.001313
20110105,0.005164,1276.56,0.005007
20110106,-0.001715,1273.85,-0.002123
20110107,-0.001755,1271.50,-0.001845
20110110,-0.001549,1269.75,-0.001376
20110111,0.003829,1274.48,0.003725
20110112,0.009032,1285.96,0.009008
20110113,-0.001697,1283.76,-0.001711
20110114,0.007206,1293.24,0.007385
20110118,0.001383,1295.02,0.001376
20110119,-0.009960,1281.92,-0.010116
20110120,-0.001058,1280.26,-0.001295
20110121,0.002205,1283.35,0.002414
20110124,0.005643,1290.84,0.005836
20110125,0.000400,1291.18,0.000263
20110126,0.004330,1296.63,0.004221
20110127,0.002442,1299.54,0.002244
20110128,-0.017916,1276.34,-0.017852
20110131,0.007465,1286.12,0.007663
20110201,0.016542,1307.59,0.016694
20110202,-0.002470,1304.03,-0.002723
20110203,0.002366,1307.10,0.002354
20110204,0.002751,1310.87,0.002884
20110207,0.006562,1319.05,0.006240
20110208,0.004593,1324.57,0.004185
20110209,-0.002730,1320.88,-0.002786
20110210,0.000744,1321.87,0.000750
20110211,0.005651,1329.15,0.005507
20110214,0.002410,1332.32,0.002385
20110215,-0.003153,1328.01,-0.003235
20110216,0.006311,1336.32,0.006257
20110217,0.003255,1340.43,0.003076
20110218,0.001846,1343.01,0.001925
20110222,-0.020693,1315.44,-0.020529
20110223,-0.006134,1307.40,-0.006112
20110224,-0.000795,1306.10,-0.000994
20110225,0.010296,1319.88,0.010550
20110228,0.005120,1327.22,0.005561
20110301,-0.015713,1306.33,-0.015740
20110302,0.002000,1308.44,0.001615
20110303,0.017027,1330.97,0.017219
20110304,-0.007280,1321.15,-0.007378
20110307,-0.008306,1310.13,-0.008341
20110308,0.009110,1321.82,0.008923
20110309,-0.001121,1320.02,-0.001362
20110310,-0.018763,1295.11,-0.018871
20110311,0.007394,1304.28,0.007080
20110314,-0.005894,1296.39,-0.006049
20110315,-0.011073,1281.87,-0.011200
20110316,-0.019373,1256.88,-0.019495
20110317,0.012992,1273.72,0.013398
20110318,0.004214,1279.20,0.004302
20110321,0.015058,1298.38,0.014994
20110322,-0.003353,1293.77,-0.003551
20110323,0.002916,1297.54,0.002914
20110324,0.009368,1309.66,0.009341
20110325,0.003189,1313.80,0.003161
20110328,-0.002774,1310.19,-0.002748
20110329,0.007224,1319.44,0.007060
20110330,0.006720,1328.26,0.006685
20110331,-0.001745,1325.83,-0.001829
20110401,0.004890,1332.41,0.004963
20110404,0.000419,1332.87,0.000345
20110405,0.000089,1332.63,-0.000180
20110406,0.002602,1335.54,0.002184
20110407,-0.001498,1333.51,-0.001520
20110408,-0.004034,1328.17,-0.004004
20110411,-0.002773,1324.46,-0.002793
20110412,-0.007576,1314.16,-0.007777
20110413,0.000442,1314.41,0.000190
20110414,0.000048,1314.52,0.000084
20110415,0.003814,1319.68,0.003925
20110418,-0.011038,1305.14,-0.011018
20110419,0.005612,1312.62,0.005731
20110420,0.013576,1330.36,0.013515
20110421,0.005122,1337.38,0.005277
20110425,-0.001707,1335.25,-0.001593
20110426,0.008955,1347.24,0.008980
20110427,0.006537,1355.66,0.006250
20110428,0.003553,1360.48,0.003555
20110429,0.002303,1363.61,0.002301
20110502,-0.001740,1361.22,-0.001753
20110503,-0.003341,1356.62,-0.003379
20110504,-0.006527,1347.32,-0.006855
20110505,-0.008979,1335.10,-0.009070
20110506,0.003920,1340.20,0.003820
20110509,0.004444,1346.29,0.004544
20110510,0.008069,1357.16,0.008074
20110511,-0.010324,1342.08,-0.011111
20110512,0.005203,1348.65,0.004895
20110513,-0.008049,1337.77,-0.008067
20110516,-0.006157,1329.47,-0.006204
20110517,-0.000167,1328.98,-0.000369
20110518,0.008827,1340.68,0.008804
20110519,0.002355,1343.60,0.002178
20110520,-0.007732,1333.27,-0.007688
20110523,-0.011920,1317.37,-0.011926
20110524,-0.000953,1316.28,-0.000827
20110525,0.003019,1320.47,0.003183
20110526,0.004271,1325.69,0.003953
20110527,0.004343,1331.10,0.004081
20110531,0.010535,1345.20,0.010593
20110601,-0.022642,1314.55,-0.022785
20110602,-0.001226,1312.94,-0.001225
20110603,-0.009755,1300.16,-0.009734
20110606,-0.010634,1286.17,-0.010760
20110607,-0.000794,1284.94,-0.000956
20110608,-0.004053,1279.56,-0.004187
20110609,0.007452,1289.00,0.007378
20110610,-0.013762,1270.98,-0.013980
20110613,0.000999,1271.83,0.000669
20110614,0.012595,1287.87,0.012612
20110615,-0.017561,1265.42,-0.017432
20110616,0.001957,1267.64,0.001754
20110617,0.003049,1271.50,0.003045
20110620,0.005522,1278.36,0.005395
20110621,0.013557,1295.52,0.013423
20110622,-0.006441,1287.14,-0.006468
20110623,-0.002696,1283.50,-0.002828
20110624,-0.011903,1268.45,-0.011726
20110627,0.009232,1280.10,0.009184
20110628,0.013162,1296.67,0.012944
20110629,0.008388,1307.41,0.008283
20110630,0.010084,1320.64,0.010119
20110701,0.014493,1339.67,0.014410
20110705,-0.001209,1337.88,-0.001336
20110706,0.001503,1339.22,0.001002
20110707,0.010678,1353.22,0.010454
20110708,-0.006843,1343.80,-0.006961
20110711,-0.018032,1319.49,-0.018090
20110712,-0.004430,1313.64,-0.004434
20110713,0.003165,1317.72,0.003106
20110714,-0.006812,1308.87,-0.006716
20110715,0.005592,1316.14,0.005554
20110718,-0.008152,1305.44,-0.008130
20110719,0.016329,1326.73,0.016309
20110720,-0.000564,1325.84,-0.000671
20110721,0.013493,1343.80,0.013546
20110722,0.000963,1345.02,0.000908
20110725,-0.005611,1337.43,-0.005643
20110726,-0.003890,1331.94,-0.004105
20110727,-0.020252,1304.89,-0.020309
20110728,-0.003164,1300.67,-0.003234
20110729,-0.006379,1292.28,-0.006451
20110801,-0.004214,1286.94,-0.004132
20110802,-0.025575,1254.05,-0.025557
20110803,0.005456,1260.34,0.005016
20110804,-0.047724,1200.07,-0.047820
20110805,-0.000673,1199.38,-0.000575
20110808,-0.066532,1119.46,-0.066634
20110809,0.047420,1172.53,0.047407
20110810,-0.043752,1120.76,-0.044152
20110811,0.046185,1172.64,0.046290
20110812,0.005184,1178.81,0.005262
20110815,0.021687,1204.49,0.021785
20110816,-0.009120,1192.76,-0.009739
20110817,0.001028,1193.89,0.000947
20110818,-0.044371,1140.65,-0.044594
20110819,-0.014923,1123.53,-0.015009
20110822,0.000358,1123.82,0.000258
20110823,0.034443,1162.35,0.034285
20110824,0.013181,1177.60,0.013120
20110825,-0.015560,1159.27,-0.015566
20110826,0.015294,1176.80,0.015122
20110829,0.028404,1210.08,0.028280
20110830,0.002626,1212.92,0.002347
20110831,0.005100,1218.89,0.004922
20110901,-0.011889,1204.42,-0.011871
20110902,-0.025100,1173.97,-0.025282
20110906,-0.007280,1165.24,-0.007436
20110907,0.029003,1198.62,0.028646
20110908,-0.010623,1185.90,-0.010612
20110909,-0.026630,1154.23,-0.026705
20110912,0.007052,1162.27,0.006966
20110913,0.009622,1172.87,0.009120
20110914,0.013543,1188.68,0.013480
20110915,0.017299,1209.11,0.017187
20110916,0.005782,1216.01,0.005707
20110919,-0.009720,1204.09,-0.009803
20110920,-0.001807,1202.09,-0.001661
20110921,-0.029179,1166.76,-0.029390
20110922,-0.032021,1129.56,-0.031883
20110923,0.006360,1136.43,0.006082
20110926,0.023156,1162.95,0.023336
20110927,0.010558,1175.38,0.010688
20110928,-0.020291,1151.06,-0.020691
20110929,0.007898,1160.40,0.008114
20110930,-0.024877,1131.42,-0.024974
20111003,-0.028378,1099.23,-0.028451
20111004,0.022528,1123.95,0.022488
20111005,0.018251,1144.03,0.017866
20111006,0.018483,1164.97,0.018304
20111007,-0.007992,1155.46,-0.008163
20111010,0.034095,1194.89,0.034125
20111011,0.000593,1195.54,0.000544
20111012,0.009966,1207.25,0.009795
20111013,-0.002926,1203.66,-0.002974
20111014,0.017327,1224.58,0.017380
20111017,-0.019308,1200.86,-0.019370
20111018,0.020516,1225.38,0.020419
20111019,-0.012532,1209.88,-0.012649
20111020,0.004447,1215.39,0.004554
20111021,0.018775,1238.25,0.018809
20111024,0.013029,1254.19,0.012873
20111025,-0.020037,1229.05,-0.020045
20111026,0.010240,1242.00,0.010537
20111027,0.034398,1284.59,0.034291
20111028,0.000420,1285.09,0.000389
20111031,-0.024820,1253.30,-0.024738
20111101,-0.027867,1218.28,-0.027942
20111102,0.016246,1237.90,0.016105
20111103,0.018892,1261.15,0.018782
20111104,-0.006251,1253.23,-0.006280
20111107,0.006382,1261.12,0.006296
20111108,0.012425,1275.92,0.011736
20111109,-0.036672,1229.10,-0.036695
20111110,0.008642,1239.69,0.008616
20111111,0.019601,1263.85,0.019489
20111114,-0.009364,1251.78,-0.009550
20111115,0.004751,1257.81,0.004817
20111116,-0.016475,1236.91,-0.016616
20111117,-0.016845,1216.13,-0.016800
20111118,-0.000391,1215.65,-0.000395
20111121,-0.018651,1192.98,-0.018648
20111122,-0.004026,1188.04,-0.004141
20111123,-0.021966,1161.79,-0.022095
20111125,-0.002483,1158.67,-0.002686
20111128,0.029210,1192.55,0.029240
20111129,0.002616,1195.19,0.002214
20111130,0.043306,1246.96,0.043315
20111201,-0.001804,1244.58,-0.001909
20111202,-0.000335,1244.28,-0.000241
20111205,0.010460,1257.08,0.010287
20111206,0.001126,1258.47,0.001106
20111207,0.002277,1261.01,0.002018
20111208,-0.021145,1234.35,-0.021142
20111209,0.016952,1255.19,0.016883
20111212,-0.014884,1236.47,-0.014914
20111213,-0.008641,1225.73,-0.008686
20111214,-0.011194,1211.82,-0.011348
20111215,0.003335,1215.75,0.003243
20111216,0.003289,1219.66,0.003216
20111219,-0.011844,1205.35,-0.011733
20111220,0.029901,1241.30,0.029825
20111221,0.001647,1243.72,0.001950
20111222,0.008384,1254.00,0.008266
20111223,0.009031,1265.33,0.009035
20111227,-0.000069,1265.43,0.000079
20111228,-0.012235,1249.64,-0.012478
20111229,0.010645,1263.02,0.010707
20111230,-0.004231,1257.60,-0.004291
20120103,0.015377,1277.06,0.015474
20120104,0.000388,1277.30,0.000188
20120105,0.002898,1281.06,0.002944
20120106,-0.002191,1277.81,-0.002537
20120109,0.002330,1280.70,0.002262
20120110,0.008934,1292.08,0.008886
20120111,0.000413,1292.48,0.000310
20120112,0.002413,1295.50,0.002337
20120113,-0.004854,1289.09,-0.004948
20120117,0.003456,1293.67,0.003553
20120118,0.011388,1308.04,0.011108
20120119,0.005104,1314.50,0.004939
20120120,0.000790,1315.38,0.000669
20120123,0.000430,1316.00,0.000471
20120124,-0.000916,1314.65,-0.001026
20120125,0.008514,1326.05,0.008672
20120126,-0.005659,1318.43,-0.005746
20120127,-0.001511,1316.33,-0.001593
20120130,-0.002354,1313.01,-0.002522
20120131,-0.000399,1312.41,-0.000457
20120201,0.009247,1324.09,0.008900
20120202,0.001258,1325.54,0.001095
20120203,0.014701,1344.90,0.014605
20120206,-0.000504,1344.33,-0.000424
20120207,0.001982,1347.05,0.002023
20120208,0.002557,1349.96,0.002160
20120209,0.001659,1351.95,0.001474
20120210,-0.006980,1342.64,-0.006886
20120213,0.006931,1351.77,0.006800
20120214,-0.000729,1350.50,-0.000940
20120215,-0.005095,1343.23,-0.005383
20120216,0.011270,1358.04,0.011026
20120217,0.002396,1361.23,0.002349
20120221,0.000416,1362.21,0.000720
20120222,-0.003431,1357.66,-0.003340
20120223,0.004499,1363.46,0.004272
20120224,0.001959,1365.74,0.001672
20120227,0.001445,1367.59,0.001355
20120228,0.003637,1372.18,0.003356
20120229,-0.004444,1365.68,-0.004737
20120301,0.006162,1374.09,0.006158
20120302,-0.003038,1369.63,-0.003246
20120305,-0.003730,1364.33,-0.003870
20120306,-0.015343,1343.36,-0.015370
20120307,0.007335,1352.63,0.006901
20120308,0.009748,1365.91,0.009818
20120309,0.003565,1370.87,0.003631
20120312,0.000227,1371.09,0.000160
20120313,0.018365,1395.95,0.018132
20120314,-0.001188,1394.28,-0.001196
20120315,0.006001,1402.60,0.005967
20120316,0.001059,1404.17,0.001119
